5	9.2
505	8.2
1005	8.1
1505	8.1
2005	8.0
2505	8.0
3005	8.0
3505	7.9
4005	7.9
4505	7.9
5005	7.9
5505	7.9
6005	7.8
6505	7.8
7005	7.8
7505	7.8
8005	7.8
8505	7.8
9005	7.8
9505	7.8
10005	7.7
10505	7.7
11005	7.7
11505	7.7
12005	7.7
12505	7.7
13005	7.7
13505	7.7
14005	7.7
14505	7.7
15005	7.7
15505	7.7
16005	7.6
16505	7.6
17005	7.6
17505	7.6
18005	7.6
18505	7.6
19005	7.6
19505	7.6
20005	7.6
20505	7.6
21005	7.6
21505	7.6
22005	7.5
22505	7.5
23005	7.5
23505	7.5
24005	7.5
24505	7.5
25005	7.5
25505	7.5
26005	7.5
26505	7.5
27005	7.5
27505	7.5
28005	7.5
28505	7.5
29005	7.5
29505	7.4
